Ready

5	0.00
10	2.80
15	2.66
20	2.60
25	2.54
30	2.51
35	2.44
40	2.40
45	2.36
50	2.32
55	2.28
60	2.24
65	2.20
70	2.14
75	2.11
80	2.07
85	2.04
90	2.01
95	1.99
100	1.96
105	1.97
110	1.94
115	1.93
120	1.92
125	1.92
130	1.92
135	1.90
140	1.89
145	1.88
150	1.88
155	1.88
160	1.88
165	1.88
170	1.88
175	1.88
180	1.88
185	1.88
190	1.87
195	1.86
200	1.86
205	1.86
210	1.86
215	1.86
220	1.85
225	1.86
230	1.86
235	1.87
240	1.85
245	1.85
250	1.84
255	1.86
260	1.85
265	1.85
270	1.86
275	1.85
280	1.84
285	1.84
290	1.85
295	1.83
300	1.83
305	1.83
310	1.84
315	1.82
320	1.82
325	1.83
330	1.84
335	1.83
340	1.81
345	1.81
350	1.82
355	1.81
360	1.81
365	1.80
370	1.81
375	1.80
380	1.80
385	1.79
390	1.80
395	1.79
400	1.78
405	1.79
410	1.79
415	1.79
420	1.79
425	1.78
430	1.78
435	1.77
440	1.77
445	1.77
450	1.76
455	1.78
460	1.77
465	1.77
470	1.76
475	1.76
480	1.76
485	1.75
490	1.76
495	1.75
500	1.75
505	1.75
510	1.76
515	1.75
520	1.74
525	1.75
530	1.76
535	1.73
540	1.73
545	1.73
550	1.73
555	1.73
560	1.72
565	1.73
570	1.73
575	1.72
580	1.74
585	1.71
590	1.72
595	1.71
600	1.70
605	1.70
610	1.71
615	1.70
620	1.70
625	1.69
630	1.71
635	1.69
640	1.69
645	1.69
650	1.70
655	1.68
660	1.68
665	1.68
670	1.69
675	1.68
680	1.69
685	1.68
690	1.67
695	1.67
700	1.67
705	1.67
710	1.68
715	1.67
720	1.66
725	1.67
730	1.66
735	1.66
740	1.66
745	1.66
750	1.66
755	1.65
760	1.65
765	1.65
770	1.65
775	1.65
780	1.64
785	1.64
790	1.65
795	1.64
800	1.64
805	1.64
810	1.64
815	1.64
820	1.63
825	1.64
830	1.64
835	1.63
840	1.64
845	1.63
850	1.64
855	1.63
860	1.62
865	1.63
870	1.62
875	1.62
880	1.62
885	1.61
890	1.62
895	1.61
900	1.61
905	1.61
910	1.63
915	1.61
920	1.61
925	1.63
930	1.61
935	1.61
940	1.60
945	1.61
950	1.61
955	1.60
960	1.61
965	1.61
970	1.62
975	1.61
980	1.61
985	1.60
990	1.60
995	1.59
1000	1.59
1005	1.59
1010	1.59
1015	1.60
1020	1.58
1025	1.59
1030	1.58
1035	1.59
1040	1.58
1045	1.58
1050	1.58
1055	1.58
1060	1.58
1065	1.58
1070	1.58
1075	1.57
1080	1.57
1085	1.56
1090	1.58
1095	1.56
1100	1.57
1105	1.56
1110	1.57
1115	1.56
1120	1.56
1125	1.56
1130	1.56
1135	1.55
1140	1.55
1145	1.56
1150	1.56
1155	1.56
1160	1.56
1165	1.55
1170	1.56
1175	1.55
1180	1.55
1185	1.55
1190	1.55
1195	1.54
1200	1.55
1205	1.54
1210	1.56
1215	1.54
1220	1.55
1225	1.54
1230	1.55
1235	1.55
1240	1.54
1245	1.54
1250	1.55
1255	1.54
1260	1.54
1265	1.54
1270	1.54
1275	1.53
1280	1.53
1285	1.53
1290	1.54
1295	1.53
1300	1.53
1305	1.53
1310	1.54
1315	1.54
1320	1.53
1325	1.52
1330	1.53
1335	1.51
1340	1.52
1345	1.51
1350	1.52
1355	1.52
1360	1.52
1365	1.52
1370	1.52
1375	1.51
1380	1.51
1385	1.51
1390	1.51
1395	1.51
1400	1.51
1405	1.51
1410	1.52
1415	1.51
1420	1.51
1425	1.51
