Ready

5	0.00
10	9.32
15	9.30
20	9.32
25	9.30
30	9.30
35	9.25
40	9.28
45	9.25
50	9.24
55	9.22
60	9.20
65	9.21
70	9.25
75	9.20
80	9.20
85	9.15
90	9.19
95	9.20
100	9.13
105	9.13
110	9.14
115	9.12
120	9.17
125	9.17
130	9.15
135	9.11
140	9.12
145	9.11
150	9.13
155	9.10
160	9.08
165	9.06
170	9.08
175	9.08
180	9.08
185	9.09
190	9.05
195	9.03
200	9.03
205	9.03
210	9.03
215	9.10
220	9.03
225	9.04
230	9.05
235	9.01
240	9.00
245	9.00
250	9.01
255	9.01
260	9.04
265	9.08
270	8.97
275	9.00
280	9.00
285	8.96
290	8.97
295	8.98
300	8.95
305	8.96
310	8.95
315	9.03
320	8.94
325	9.02
330	8.96
335	8.94
340	8.94
345	8.96
350	8.93
355	8.94
360	8.96
365	8.94
370	9.00
375	8.96
380	8.96
385	8.96
390	8.97
395	8.91
400	8.91
405	8.91
410	8.92
415	8.93
420	8.88
425	8.90
430	8.88
435	8.90
440	8.88
445	8.88
450	8.89
455	8.90
460	8.96
465	8.89
470	8.87
475	8.85
480	8.88
485	8.89
490	8.86
495	8.87
500	8.89
505	8.85
510	8.93
515	8.85
520	8.82
525	8.85
530	8.83
535	8.84
540	8.84
545	8.84
550	8.84
555	8.89
560	8.84
565	8.85
570	8.80
575	8.82
580	8.81
585	8.81
590	8.82
595	8.83
600	8.86
605	8.80
610	8.80
615	8.80
620	8.78
625	8.81
630	8.78
635	8.80
640	8.79
645	8.81
650	8.82
655	8.79
660	8.81
665	8.77
670	8.83
675	8.78
680	8.76
685	8.79
690	8.77
695	8.79
700	8.80
705	8.81
710	8.76
715	8.77
720	8.74
725	8.75
730	8.79
735	8.81
740	8.76
745	8.82
750	8.74
755	8.80
760	8.76
765	8.73
770	8.73
775	8.77
780	8.72
785	8.77
790	8.76
795	8.75
800	8.80
805	8.77
810	8.72
815	8.73
820	8.71
825	8.73
830	8.76
835	8.74
840	8.71
845	8.75
850	8.73
855	8.70
860	8.75
865	8.70
870	8.70
875	8.72
880	8.74
885	8.72
890	8.71
895	8.69
900	8.70
905	8.68
910	8.69
915	8.70
920	8.70
925	8.70
930	8.72
935	8.78
940	8.75
945	8.69
950	8.67
955	8.68
960	8.71
965	8.69
970	8.68
975	8.68
980	8.72
985	8.68
990	8.68
995	8.68
1000	8.73
1005	8.71
1010	8.66
1015	8.67
1020	8.69
1025	8.65
1030	8.69
1035	8.70
1040	8.64
1045	8.64
1050	8.73
1055	8.65
1060	8.65
1065	8.68
1070	8.73
1075	8.65
1080	8.68
1085	8.68
1090	8.63
1095	8.65
1100	8.64
1105	8.62
1110	8.64
1115	8.64
1120	8.68
1125	8.63
1130	8.67
1135	8.65
1140	8.62
1145	8.63
1150	8.62
1155	8.62
1160	8.65
1165	8.64
1170	8.64
1175	8.62
1180	8.63
1185	8.62
1190	8.60
1195	8.62
1200	8.62
1205	8.69
1210	8.61
1215	8.65
1220	8.64
1225	8.61
1230	8.69
1235	8.59
1240	8.60
1245	8.67
1250	8.59
1255	8.59
1260	8.62
1265	8.62
1270	8.67
1275	8.65
1280	8.63
1285	8.62
1290	8.61
1295	8.65
1300	8.59
1305	8.60
1310	8.65
1315	8.63
1320	8.61
1325	8.59
1330	8.62
1335	8.59
1340	8.62
1345	8.64
1350	8.63
1355	8.58
1360	8.62
1365	8.61
1370	8.66
1375	8.59
1380	8.58
1385	8.56
1390	8.62
1395	8.57
1400	8.58
1405	8.58
1410	8.64
1415	8.58
1420	8.60
1425	8.55
1430	8.56
1435	8.56
1440	8.55
1445	8.58
1450	8.56
1455	8.58
1460	8.58
1465	8.59
1470	8.56
1475	8.54
1480	8.60
1485	8.57
1490	8.55
1495	8.54
1500	8.55
1505	8.57
1510	8.59
1515	8.58
1520	8.54
1525	8.55
1530	8.54
1535	8.55
1540	8.57
1545	8.57
1550	8.55
1555	8.58
1560	8.56
1565	8.55
1570	8.62
1575	8.53
1580	8.54
1585	8.53
1590	8.59
1595	8.54
1600	8.56
1605	8.55
1610	8.57
1615	8.56
1620	8.56
1625	8.53
1630	8.53
1635	8.54
1640	8.59
1645	8.54
1650	8.57
1655	8.56
1660	8.54
1665	8.54
1670	8.57
1675	8.52
1680	8.52
1685	8.52
1690	8.53
1695	8.52
1700	8.54
1705	8.54
1710	8.54
1715	8.52
1720	8.51
1725	8.54
1730	8.56
1735	8.54
1740	8.50
1745	8.53
1750	8.59
1755	8.54
1760	8.51
1765	8.51
1770	8.54
1775	8.50
1780	8.50
1785	8.55
1790	8.55
1795	8.52
1800	8.53
1805	8.54
1810	8.52
1815	8.50
1820	8.55
1825	8.51
1830	8.50
1835	8.56
1840	8.51
1845	8.51
1850	8.56
1855	8.53
1860	8.49
1865	8.49
1870	8.49
1875	8.48
1880	8.51
1885	8.53
1890	8.52
1895	8.47
1900	8.53
1905	8.50
1910	8.53
1915	8.49
1920	8.48
1925	8.49
1930	8.49
1935	8.53
1940	8.49
1945	8.49
1950	8.54
1955	8.48
1960	8.48
1965	8.50
1970	8.47
1975	8.50
1980	8.48
1985	8.51
1990	8.51
1995	8.48
2000	8.47
2005	8.47
2010	8.46
2015	8.47
2020	8.52
2025	8.45
2030	8.53
2035	8.50
2040	8.49
2045	8.45
2050	8.53
2055	8.45
2060	8.49
2065	8.47
2070	8.52
2075	8.47
2080	8.48
2085	8.52
2090	8.54
2095	8.45
2100	8.46
2105	8.45
2110	8.49
2115	8.46
2120	8.46
2125	8.46
2130	8.50
2135	8.48
2140	8.48
2145	8.48
2150	8.49
2155	8.45
2160	8.44
2165	8.48
2170	8.44
2175	8.46
2180	8.50
2185	8.48
2190	8.53
2195	8.45
2200	8.43
2205	8.47
2210	8.48
2215	8.47
2220	8.43
2225	8.52
2230	8.51
2235	8.47
2240	8.47
