Ready5	0.00
10	0.00
15	8.55
20	8.55
25	8.53
30	8.51
35	8.49
40	8.47
45	8.48
50	8.51
55	8.45
60	8.47
65	8.47
70	8.46
75	8.50
80	8.43
85	8.46
90	8.43
95	8.43
100	8.47
105	8.42
110	8.43
115	8.44
120	8.44
125	8.44
130	8.44
135	8.38
140	8.42
145	8.39
150	8.43
155	8.39
160	8.40
165	8.46
170	8.40
175	8.42
180	8.38
185	8.37
190	8.36
195	8.42
200	8.36
205	8.37
210	8.35
215	8.38
220	8.37
225	8.38
230	8.35
235	8.40
240	8.34
245	8.35
250	8.34
255	8.35
260	8.34
265	8.35
270	8.33
275	8.34
280	8.32
285	8.35
290	8.32
295	8.40
300	8.31
305	8.38
310	8.32
315	8.33
320	8.33
325	8.34
330	8.32
335	8.38
340	8.32
345	8.36
350	8.32
355	8.37
360	8.31
365	8.39
370	8.33
375	8.30
380	8.32
385	8.30
390	8.29
395	8.36
400	8.29
405	8.30
410	8.34
415	8.30
420	8.31
425	8.31
430	8.29
435	8.32
440	8.31
445	8.33
450	8.28
455	8.35
460	8.31
465	8.31
470	8.27
475	8.36
480	8.29
485	8.27
490	8.27
495	8.35
500	8.26
505	8.33
510	8.30
515	8.30
520	8.29
525	8.32
530	8.26
535	8.32
540	8.26
545	8.26
550	8.26
555	8.28
560	8.29
565	8.29
570	8.31
575	8.30
580	8.32
585	8.31
590	8.32
595	8.32
600	8.26
605	8.25
610	8.28
615	8.31
620	8.29
625	8.25
630	8.24
635	8.29
640	8.28
645	8.26
650	8.26
655	8.25
660	8.27
665	8.28
670	8.24
675	8.29
680	8.23
685	8.23
690	8.24
695	8.28
700	8.24
705	8.27
710	8.27
715	8.26
720	8.25
725	8.24
730	8.28
735	8.30
740	8.28
745	8.24
750	8.22
755	8.24
760	8.26
765	8.28
770	8.27
775	8.26
780	8.23
785	8.23
790	8.28
795	8.28
800	8.22
805	8.26
810	8.25
815	8.30
820	8.23
825	8.26
830	8.28
835	8.27
840	8.27
845	8.22
850	8.29
855	8.22
860	8.28
865	8.24
870	8.23
875	8.29
880	8.22
885	8.22
890	8.28
895	8.27
900	8.21
905	8.22
910	8.36
915	8.25
920	8.24
925	8.24
930	8.21
935	8.25
940	8.22
945	8.21
950	8.27
955	8.21
960	8.27
965	8.23
970	8.27
975	8.26
980	8.22
985	8.24
990	8.24
995	8.26
1000	8.21
1005	8.22
1010	8.20
1015	8.30
1020	8.22
1025	8.21
1030	8.26
1035	8.26
1040	8.21
1045	8.20
1050	8.27
1055	8.20
1060	8.21
1065	8.25
1070	8.20
1075	8.28
1080	8.20
1085	8.24
1090	8.26
1095	8.25
1100	8.20
1105	8.29
1110	8.20
1115	8.23
1120	8.21
1125	8.21
1130	8.20
1135	8.26
1140	8.20
1145	8.19
1150	8.26
1155	8.20
1160	8.20
1165	8.22
1170	8.19
1175	8.21
1180	8.19
1185	8.24
1190	8.21
1195	8.20
1200	8.20
1205	8.21
1210	8.26
1215	8.27
1220	8.24
1225	8.22
1230	8.20
1235	8.23
1240	8.19
1245	8.20
1250	8.20
1255	8.20
1260	8.21
1265	8.21
1270	8.25
1275	8.27
1280	8.18
1285	8.24
1290	8.22
1295	8.23
1300	8.19
1305	8.18
1310	8.20
1315	8.26
1320	8.22
1325	8.23
1330	8.23
1335	8.23
1340	8.19
1345	8.19
1350	8.19
1355	8.19
1360	8.22
1365	8.21
1370	8.24
1375	8.27
1380	8.19
1385	8.17
1390	8.24
1395	8.24
1400	8.22
1405	8.25
1410	8.22
1415	8.26
1420	8.19
1425	8.22
1430	8.17
1435	8.26
1440	8.18
1445	8.24
1450	8.22
1455	8.18
1460	8.19
1465	8.24
1470	8.18
1475	8.26
1480	8.18
1485	8.17
1490	8.17
1495	8.23
1500	8.16
1505	8.20
1510	8.23
1515	8.24
1520	8.20
1525	8.26
1530	8.23
1535	8.19
1540	8.17
1545	8.18
1550	8.16
1555	8.23
1560	8.18
1565	8.21
1570	8.23
1575	8.26
1580	8.22
1585	8.16
1590	8.18
1595	8.23
1600	8.16
1605	8.18
1610	8.16
1615	8.25
1620	8.21
1625	8.20
1630	8.22
1635	8.20
1640	8.17
1645	8.16
1650	8.19
1655	8.18
1660	8.18
1665	8.19
1670	8.17
1675	8.25
1680	8.22
1685	8.15
1690	8.24
1695	8.21
1700	8.18
1705	8.17
1710	8.16
1715	8.25
1720	8.17
1725	8.20
1730	8.24
1735	8.16
1740	8.16
1745	8.17
1750	8.20
1755	8.21
1760	8.18
1765	8.17
1770	8.17
1775	8.26
1780	8.20
1785	8.16
1790	8.16
1795	8.17
1800	8.14
1805	8.19
1810	8.21
1815	8.25
1820	8.18
1825	8.18
1830	8.20
1835	8.25
1840	8.16
1845	8.19
1850	8.15
1855	8.17
1860	8.15
1865	8.16
1870	8.20
1875	8.25
1880	8.19
1885	8.16
1890	8.23
1895	8.15
1900	8.17
1905	8.15
1910	8.16
1915	8.21
1920	8.17
1925	8.19
1930	8.25
1935	8.21
1940	8.15
1945	8.16
1950	8.18
1955	8.21
1960	8.18
1965	8.15
1970	8.17
1975	8.24
1980	8.18
1985	8.20
1990	8.20
1995	8.16
2000	8.23
2005	8.16
